archivo,d_ij,d_t,ratio
input/large_8.csv,0.5,0.997791,0.501107
input/large_8.csv,13.8,9.65604,1.42916
input/large_8.csv,1.2,2.38182,0.503816
input/large_8.csv,0.2,1.30357,0.153425
input/large_8.csv,1.3,1.88293,0.690414
input/large_8.csv,1,0.643736,1.55343
input/large_8.csv,2.3,2.89681,0.793976
input/large_8.csv,10.8,4.55443,2.37132
input/large_8.csv,12.2,7.03282,1.73472
input/large_8.csv,1.6,2.97728,0.537403
input/large_8.csv,4.9,6.32471,0.77474
input/large_8.csv,7.7,5.10161,1.50933
input/large_8.csv,3.9,3.54055,1.10152
input/large_8.csv,2,1.77027,1.12977
input/large_8.csv,0.1,1.60934,0.0621373
input/large_8.csv,1.2,1.49669,0.801771
input/large_8.csv,3.1,3.21868,0.963128
input/large_8.csv,3.5,3.21868,1.0874
input/large_8.csv,6.4,6.75923,0.946854
input/large_8.csv,8.8,4.50615,1.95289
input/large_8.csv,0.6,6.98454,0.0859041
input/large_8.csv,4.6,11.539,0.398649
input/large_8.csv,0.5,1.54497,0.323632
input/large_8.csv,0.3,1.88293,0.159326
input/large_8.csv,0.4,0.692016,0.578021
input/large_8.csv,5.2,3.26696,1.59169
input/large_8.csv,19.7,13.615,1.44693
input/large_8.csv,3.1,4.18428,0.740867
input/large_8.csv,3.5,2.25308,1.55343
input/large_8.csv,2.4,2.89681,0.828497
input/large_8.csv,5,6.11549,0.817596
input/large_8.csv,0.5,2.73588,0.182757
input/large_8.csv,2.2,2.2048,0.997825
input/large_8.csv,4.4,3.26696,1.34682
input/large_8.csv,0.8,3.23477,0.247313
input/large_8.csv,7,8.27201,0.846227
input/large_8.csv,8.2,4.50615,1.81973
input/large_8.csv,6.1,4.74755,1.28487
input/large_8.csv,0.4,1.80246,0.221919
input/large_8.csv,14.6,8.5295,1.71171
input/large_8.csv,0.4,2.09214,0.191192
input/large_8.csv,2.1,3.05775,0.68678
input/large_8.csv,0.4,1.19091,0.335877
input/large_8.csv,3,5.50394,0.545064
input/large_8.csv,0.6,0.692016,0.867032
input/large_8.csv,0.4,5.31082,0.0753179
input/large_8.csv,0.4,1.01388,0.394522
input/large_8.csv,1.1,1.01388,1.08494
input/large_8.csv,0.6,0.75639,0.793242
input/large_8.csv,2.1,3.4118,0.615511
input/large_8.csv,1.9,2.89681,0.655893
input/large_8.csv,19.1,13.7438,1.38972
input/large_8.csv,19.9,24.4942,0.812439
input/large_8.csv,0.3,1.93121,0.155343
input/large_8.csv,1,2.09214,0.477979
input/large_8.csv,0.3,1.44841,0.207124
input/large_8.csv,0.4,1.07826,0.370969
input/large_8.csv,2.7,1.56106,1.72959
input/large_8.csv,0.5,1.28747,0.388358
input/large_8.csv,2,4.97286,0.402183
input/large_8.csv,0.5,1.44841,0.345207
input/large_8.csv,2.3,3.36352,0.683807
input/large_8.csv,6.7,5.23036,1.28098
input/large_8.csv,1.5,3.4118,0.439651
input/large_8.csv,6.4,3.37961,1.89371
input/large_8.csv,1.9,3.62101,0.524715
input/large_8.csv,11.8,6.13159,1.92446
input/large_8.csv,2.3,1.64153,1.40113
input/large_8.csv,0.9,1.86683,0.4821
input/large_8.csv,5.5,14.8864,0.369465
input/large_8.csv,0.1,0.80467,0.124275
input/large_8.csv,0.2,2.73588,0.0731027
input/large_8.csv,7.3,6.22815,1.1721
input/large_8.csv,1.9,2.46229,0.771639
input/large_8.csv,5.4,3.6693,1.47167
input/large_8.csv,0.8,3.15431,0.253622
input/large_8.csv,6.5,7.62827,0.852093
input/large_8.csv,1.1,1.44841,0.759456
input/large_8.csv,4,2.78416,1.4367
input/large_8.csv,4.4,3.20259,1.37389
input/large_8.csv,0.7,1.28747,0.543701
input/large_8.csv,3.4,3.05775,1.11193
input/large_8.csv,0.2,1.77027,0.112977
input/large_8.csv,0.2,0.643736,0.310686
input/large_8.csv,3.6,3.99116,0.901993
input/large_8.csv,3.3,2.49448,1.32292
input/large_8.csv,1.6,2.04386,0.782832
input/large_8.csv,0.7,3.70148,0.189113
input/large_8.csv,2.6,3.63711,0.714854
input/large_8.csv,1.1,2.25308,0.488221
input/large_8.csv,12.6,6.77532,1.85969
input/large_8.csv,0.3,3.33133,0.090054
input/large_8.csv,1.6,2.17261,0.736442
input/large_8.csv,0.7,1.44841,0.48329
input/large_8.csv,2.2,1.7059,1.28964
input/large_8.csv,1,1.44841,0.690414
input/large_8.csv,2.7,2.46229,1.09654
input/large_8.csv,0.6,3.42789,0.175035
input/large_8.csv,0.4,0.836857,0.477979
input/large_8.csv,1.4,2.09214,0.669171
input/large_8.csv,0.6,2.01167,0.298259
input/large_8.csv,8.1,7.0811,1.14389
input/large_8.csv,9.1,5.03723,1.80655
input/large_8.csv,2.7,2.46229,1.09654
input/large_8.csv,4.7,7.27422,0.646118
input/large_8.csv,0.2,1.12654,0.177535
input/large_8.csv,2.6,2.65541,0.979133
input/large_8.csv,0.6,1.28747,0.46603
input/large_8.csv,0.4,1.81855,0.219955
input/large_8.csv,0.2,0.643736,0.310686
input/large_8.csv,0.1,5.72925,0.0174543
input/large_8.csv,3.1,3.21868,0.963128
input/large_8.csv,1.2,2.57494,0.46603
input/large_8.csv,0.3,2.73588,0.109654
input/large_8.csv,1.2,1.77027,0.677861
input/large_8.csv,1.1,2.70369,0.406851
input/large_8.csv,1.7,2.09214,0.812564
input/large_8.csv,0.8,1.75418,0.456053
input/large_8.csv,8.8,4.34522,2.02521
input/large_8.csv,1.2,3.05775,0.392446
input/large_8.csv,0.1,0.595456,0.167939
input/large_8.csv,0.2,1.40013,0.142844
input/large_8.csv,5.8,6.27643,0.924093
input/large_8.csv,0.8,1.33575,0.598913
input/large_8.csv,0.1,0.321868,0.310686
input/large_8.csv,1.7,3.05775,0.555965
input/large_8.csv,7.5,6.27643,1.19495
input/large_8.csv,0.3,2.05996,0.145634
input/large_8.csv,4.3,3.92679,1.09504
input/large_8.csv,5,5.14989,0.970895
input/large_8.csv,1.5,3.57273,0.419846
input/large_8.csv,3.9,3.70148,1.05363
input/large_8.csv,17.2,25.6851,0.66965
input/large_8.csv,18.8,12.3919,1.51712
input/large_8.csv,1.1,2.30136,0.477979
input/large_8.csv,2.8,3.99116,0.70155
input/large_8.csv,5.1,4.18428,1.21885
input/large_8.csv,4.7,4.18428,1.12325
input/large_8.csv,2,5.14989,0.388358
input/large_8.csv,1.2,3.37961,0.35507
input/large_8.csv,0.1,3.99116,0.0250554
input/large_8.csv,0.2,1.88293,0.106218
input/large_8.csv,12.3,11.9413,1.03004
input/large_8.csv,0.1,1.93121,0.0517811
input/large_8.csv,1.9,2.25308,0.843292
input/large_8.csv,7.8,6.75923,1.15398
input/large_8.csv,9.7,10.0101,0.969022
input/large_8.csv,0.4,1.73809,0.230138
input/large_8.csv,0.1,1.60934,0.0621373
input/large_8.csv,4.1,6.83969,0.599442
input/large_8.csv,1.5,1.44841,1.03562
input/large_8.csv,0.5,0.917324,0.545064
input/large_8.csv,0.2,1.78637,0.111959
input/large_8.csv,0.7,1.65762,0.422292
input/large_8.csv,4.5,4.52225,0.995081
input/large_8.csv,0.1,1.44841,0.0690414
input/large_8.csv,0.1,0.997791,0.100221
input/large_8.csv,0.1,1.28747,0.0776716
input/large_8.csv,0.6,1.80246,0.332878
input/large_8.csv,1.8,3.86242,0.46603
input/large_8.csv,0.2,0.85295,0.23448
input/large_8.csv,13.1,8.85137,1.48
input/large_8.csv,1.6,2.23698,0.715249
input/large_8.csv,0.7,1.85074,0.378227
input/large_8.csv,0.4,1.56106,0.256236
input/large_8.csv,5.9,4.18428,1.41004
input/large_8.csv,4.5,2.84853,1.57976
input/large_8.csv,1.4,6.96844,0.200906
input/large_8.csv,0.2,1.31966,0.151554
input/large_8.csv,0.8,2.25308,0.35507
input/large_8.csv,0.1,2.02777,0.0493153
input/large_8.csv,0.2,1.28747,0.155343
input/large_8.csv,4.2,3.99116,1.05232
input/large_8.csv,13.8,9.63995,1.43154
input/large_8.csv,0.2,0.965604,0.207124
input/large_8.csv,1.2,2.25308,0.532605
input/large_8.csv,18,16.7371,1.07545
input/large_8.csv,0.2,0.820763,0.243676
input/large_8.csv,10.5,11.4424,0.917639
input/large_8.csv,5.7,3.6693,1.55343
input/large_8.csv,1.9,2.59104,0.733297
input/large_8.csv,0.4,1.80246,0.221919
input/large_8.csv,2.2,3.05775,0.719484
input/large_8.csv,0.6,0.820763,0.731027
input/large_8.csv,0.8,1.20701,0.662798
input/large_8.csv,18.7,11.7482,1.59174
input/large_8.csv,13,14.2105,0.914818
input/large_8.csv,6.7,4.40959,1.51942
input/large_8.csv,0.6,0.80467,0.745647
input/large_8.csv,4.5,3.37961,1.33151
input/large_8.csv,23.4,23.4,1
input/large_8.csv,5.3,2.84853,1.86061
input/large_8.csv,14,9.65604,1.44987
input/large_8.csv,1,2.34964,0.425598
input/large_8.csv,0.6,0.981697,0.611186
input/large_7.csv,1.2,1.73809,0.690414
input/large_7.csv,2,3.26696,0.61219
input/large_7.csv,0.6,1.67371,0.358484
input/large_7.csv,0.3,2.73588,0.109654
input/large_7.csv,4.1,9.86525,0.4156
input/large_7.csv,0.8,3.1704,0.252334
input/large_7.csv,0.5,0.80467,0.621373
input/large_7.csv,2.6,4.50615,0.576989
input/large_7.csv,0.9,0.965604,0.932059
input/large_7.csv,0.2,1.12654,0.177535
input/large_7.csv,0.8,2.23698,0.357625
input/large_7.csv,0.2,1.86683,0.107133
input/large_7.csv,1.7,7.40296,0.229638
input/large_7.csv,10.5,5.39129,1.94759
input/large_7.csv,3.6,3.05775,1.17734
input/large_7.csv,0.6,1.28747,0.46603
input/large_7.csv,0.3,1.12654,0.266303
input/large_7.csv,16.3,17.059,0.955507
input/large_7.csv,1.5,5.14989,0.291268
input/large_7.csv,5.8,10.4768,0.553604
input/large_7.csv,0.6,3.52445,0.170239
input/large_7.csv,4.5,5.19817,0.86569
input/large_7.csv,6.7,5.858,1.14374
input/large_7.csv,0.5,2.52666,0.197889
input/large_7.csv,1.6,4.18428,0.382383
input/large_7.csv,1.4,1.44841,0.96658
input/large_7.csv,3.6,3.70148,0.972583
input/large_7.csv,3.4,4.02335,0.845067
input/large_7.csv,0.5,1.81855,0.274944
input/large_7.csv,1.6,2.25308,0.71014
input/large_7.csv,16,18.0246,0.887675
input/large_7.csv,0.6,1.04607,0.573575
input/large_7.csv,1.1,3.54055,0.310686
input/large_7.csv,0.8,1.35185,0.591784
input/large_7.csv,0.4,2.01167,0.198839
input/large_7.csv,0.8,2.02777,0.394522
input/large_7.csv,6.9,8.41685,0.819784
input/large_7.csv,2,2.41401,0.828497
input/large_7.csv,0.5,1.38403,0.361263
input/large_7.csv,0.2,1.09435,0.182757
input/large_7.csv,0.3,0.724203,0.414248
input/large_7.csv,9.9,10.3802,0.953735
input/large_7.csv,0.2,1.28747,0.155343
input/large_7.csv,0.9,1.75418,0.51306
input/large_7.csv,0.5,1.60934,0.310686
input/large_7.csv,0.2,1.36794,0.146205
input/large_7.csv,5.9,3.6693,1.60794
input/large_7.csv,13.6,16.6245,0.818071
input/large_7.csv,3.4,7.72483,0.440139
input/large_7.csv,1.2,7.40296,0.162097
input/large_7.csv,0.3,1.12654,0.266303
input/large_7.csv,1.7,2.41401,0.704222
input/large_7.csv,6.9,3.95898,1.74287
input/large_7.csv,0.1,2.65541,0.037659
input/large_7.csv,0.7,1.28747,0.543701
input/large_7.csv,0.2,2.09214,0.0955958
input/large_7.csv,0.3,1.12654,0.266303
input/large_7.csv,1,1.54497,0.647263
input/large_7.csv,0.4,0.0965604,4.14248
input/large_7.csv,0.1,2.02777,0.0493153
input/large_7.csv,0.1,2.09214,0.0477979
input/large_7.csv,3.8,7.88577,0.481881
input/large_7.csv,0.6,1.35185,0.443838
input/large_7.csv,0.3,2.22089,0.135081
input/large_7.csv,7.3,4.136,1.76499
input/large_7.csv,3.4,3.86242,0.880278
input/large_7.csv,2,4.24866,0.470737
input/large_7.csv,0.4,2.14042,0.186879
input/large_7.csv,0.8,1.12654,0.71014
input/large_7.csv,3.3,3.05775,1.07923
input/large_7.csv,0.5,1.36794,0.365513
input/large_7.csv,9.7,15.9325,0.60882
input/large_7.csv,1.6,3.05775,0.523261
input/large_7.csv,0.1,0.80467,0.124275
input/large_7.csv,0.5,0.643736,0.776716
input/large_7.csv,0.3,0.772483,0.388358
input/large_7.csv,8.9,4.49006,1.98216
input/large_7.csv,0.8,2.54276,0.314619
input/large_7.csv,18.2,30.1912,0.602824
input/large_7.csv,0.5,1.68981,0.295892
input/large_7.csv,1,1.48059,0.675405
input/large_7.csv,0.1,3.54055,0.0282442
input/large_7.csv,1,1.48059,0.675405
input/large_7.csv,3.5,5.66488,0.617842
input/large_7.csv,0.1,1.4645,0.0682827
input/large_7.csv,4,4.42568,0.903815
input/large_7.csv,0.3,1.38403,0.216758
input/large_7.csv,0.2,0.724203,0.276166
input/large_7.csv,3.4,3.86242,0.880278
input/large_7.csv,0.3,1.62543,0.184566
input/large_7.csv,0.7,2.41401,0.289974
input/large_7.csv,0.3,1.36794,0.219308
input/large_7.csv,0.2,1.44841,0.138083
input/large_7.csv,0.7,1.54497,0.453084
input/large_7.csv,0.3,0.321868,0.932059
input/large_7.csv,4.5,8.36857,0.537726
input/large_7.csv,1.5,1.60934,0.932059
input/large_7.csv,1.5,8.09498,0.1853
input/large_7.csv,8.6,9.31808,0.922937
input/large_7.csv,4.7,5.18207,0.906973
input/large_7.csv,0.9,1.96339,0.45839
input/large_7.csv,1.6,3.13821,0.509844
input/large_7.csv,10.5,6.75923,1.55343
input/large_7.csv,0.1,1.28747,0.0776716
input/large_7.csv,1.8,4.02335,0.447388
input/large_7.csv,1,0.90123,1.10959
input/large_7.csv,2.2,3.50836,0.627073
input/large_7.csv,1.7,7.24203,0.234741
input/large_7.csv,0.8,2.28526,0.350069
input/large_7.csv,0.3,1.28747,0.233015
input/large_7.csv,0.3,1.30357,0.230138
input/large_7.csv,0.7,2.05996,0.339813
input/large_7.csv,2.1,2.36573,0.887675
input/large_7.csv,3.9,4.66709,0.835639
input/large_7.csv,1,2.73588,0.365513
input/large_7.csv,1.5,3.86242,0.388358
input/large_7.csv,0.4,1.28747,0.310686
input/large_7.csv,3.7,4.82802,0.76636
input/large_7.csv,0.1,1.60934,0.0621373
input/large_7.csv,0.3,0.70811,0.423663
input/large_7.csv,5.8,4.82802,1.20132
input/large_7.csv,0.2,1.23919,0.161396
input/large_7.csv,0.4,2.09214,0.191192
input/large_7.csv,7.8,9.81697,0.794542
input/large_7.csv,3.5,4.82802,0.724935
input/large_7.csv,1.5,3.63711,0.412416
input/large_7.csv,0.5,1.38403,0.361263
input/large_7.csv,0.1,1.40013,0.0714222
input/large_7.csv,10.2,5.79362,1.76056
input/large_7.csv,7.6,16.6567,0.456274
input/large_7.csv,1,2.57494,0.388358
input/large_7.csv,1.7,7.96623,0.213401
input/large_7.csv,0.1,1.65762,0.0603275
input/large_7.csv,17.9,19.3121,0.926881
input/large_7.csv,2.9,3.37961,0.858086
input/large_7.csv,0.2,1.01388,0.197261
input/large_7.csv,7.5,3.86242,1.94179
input/large_7.csv,0.5,1.44841,0.345207
input/large_7.csv,5.8,21.4525,0.270365
input/large_7.csv,0.2,1.77027,0.112977
input/large_7.csv,0.1,2.41401,0.0414248
input/large_7.csv,0.3,0.949511,0.315952
input/large_7.csv,2.6,4.07163,0.638565
input/large_7.csv,0.6,3.86242,0.155343
input/large_7.csv,0.4,2.57494,0.155343
input/large_7.csv,8.3,8.32029,0.997562
input/large_7.csv,3.6,3.60492,0.998635
input/large_7.csv,0.5,1.44841,0.345207
input/large_7.csv,1,2.25308,0.443838
input/large_7.csv,0.3,0.917324,0.327038
input/large_7.csv,1,2.39792,0.417029
input/large_7.csv,0.2,1.44841,0.138083
input/large_7.csv,0.3,0.965604,0.310686
input/large_7.csv,8.6,8.22373,1.04575
input/large_7.csv,4,3.70148,1.08065
input/large_7.csv,1,3.15431,0.317027
input/large_7.csv,2.6,5.16598,0.503293
input/large_7.csv,0.4,1.44841,0.276166
input/large_7.csv,5.1,3.99116,1.27782
input/large_7.csv,0.9,1.19091,0.755724
input/large_7.csv,5.1,4.08772,1.24764
input/large_7.csv,0.4,1.48059,0.270162
input/large_7.csv,0.7,1.88293,0.371761
input/large_7.csv,0.2,1.44841,0.138083
input/large_7.csv,7,3.86242,1.81234
input/large_7.csv,1.7,2.60713,0.652058
input/large_7.csv,8.4,10.6216,0.790838
input/large_7.csv,4.2,3.54055,1.18626
input/large_7.csv,0.7,0.80467,0.869922
input/large_7.csv,8.6,5.00505,1.71827
input/large_7.csv,1.6,3.05775,0.523261
input/large_7.csv,0.5,1.36794,0.365513
input/large_7.csv,0.2,1.33575,0.149728
input/large_7.csv,1.4,2.54276,0.550583
input/large_7.csv,3.4,8.36857,0.406282
input/large_7.csv,0.6,1.14263,0.525104
input/large_7.csv,3.4,4.57053,0.743897
input/large_7.csv,7.4,5.3591,1.38083
input/large_7.csv,0.3,1.40013,0.214266
input/large_7.csv,0.6,1.60934,0.372824
input/large_7.csv,0.2,2.96119,0.0675405
input/large_7.csv,0.4,2.30136,0.173811
input/large_7.csv,0.2,1.97949,0.101036
input/large_7.csv,11.4,11.539,0.987957
input/large_7.csv,0.9,2.25308,0.399454
input/large_7.csv,0.8,1.72199,0.464578
input/large_7.csv,13.2,12.231,1.07923
input/large_7.csv,1,4.79583,0.208514
input/large_7.csv,0.2,1.49669,0.133629
input/large_7.csv,10.5,6.59829,1.59132
input/large_7.csv,0.6,1.28747,0.46603
input/large_7.csv,0.2,2.12433,0.0941474
input/large_7.csv,0.4,1.28747,0.310686
input/large_7.csv,0.8,1.9473,0.410825
input/large_7.csv,21.1,21.1,1
input/large_7.csv,8.5,4.50615,1.88631
input/large_7.csv,0.1,2.57494,0.0388358
input/large_7.csv,1.2,2.73588,0.438616
input/large_7.csv,1.4,2.86463,0.48872
input/large_7.csv,1,1.77027,0.564884
input/large_7.csv,1.2,2.38182,0.503816
input/large_7.csv,2.6,4.82802,0.538523
input/large_7.csv,0.4,1.51278,0.264414
input/large_7.csv,0.5,1.28747,0.388358
input/large_7.csv,0.9,3.54055,0.254198
input/large_7.csv,1,2.25308,0.443838
input/large_7.csv,0.4,2.75197,0.14535
input/large_7.csv,0.4,2.25308,0.177535
input/large_7.csv,1.5,2.73588,0.54827
input/large_7.csv,22.7,28.9681,0.78362
input/large_7.csv,1.9,7.61218,0.2496
input/large_7.csv,7.7,4.3774,1.75903
input/large_7.csv,1.8,3.73367,0.4821
input/large_7.csv,12.2,14.1622,0.861449
input/large_7.csv,1.7,1.31966,1.28821
input/large_7.csv,0.1,1.60934,0.0621373
input/large_7.csv,0.6,1.28747,0.46603
input/large_7.csv,0.2,1.91511,0.104432
input/large_7.csv,0.3,1.44841,0.207124
input/large_7.csv,10.8,9.36636,1.15306
input/large_7.csv,1.6,2.09214,0.764766
input/large_7.csv,10.4,10.9596,0.948939
input/large_7.csv,2.1,3.63711,0.577382
input/large_7.csv,2.2,2.89681,0.759456
input/large_7.csv,0.2,0.917324,0.218026
input/large_7.csv,0.1,1.15872,0.0863018
input/large_7.csv,0.2,2.25308,0.0887675
input/large_7.csv,10.8,7.88577,1.36956
input/large_7.csv,6.7,6.16377,1.087
input/large_7.csv,0.8,2.60713,0.306851
input/large_7.csv,0.7,1.86683,0.374966
input/large_7.csv,0.3,1.38403,0.216758
input/large_7.csv,2.3,2.47838,0.928024
input/large_7.csv,0.6,1.11044,0.540324
input/large_7.csv,0.9,2.25308,0.399454
input/large_7.csv,7.5,11.893,0.630622
input/large_7.csv,0.7,2.17261,0.322193
input/large_7.csv,2.2,3.05775,0.719484
input/large_7.csv,9.5,6.71095,1.4156
input/large_7.csv,18.2,15.7715,1.15398
input/large_7.csv,0.4,1.28747,0.310686
input/large_7.csv,0.5,0.949511,0.526587
input/large_7.csv,23,25.7494,0.893223
input/large_7.csv,0.3,0.482802,0.621373
input/large_7.csv,0.7,1.85074,0.378227
input/large_7.csv,0.1,1.59325,0.0627649
input/large_7.csv,17.5,15.7393,1.11186
input/large_7.csv,0.3,2.23698,0.134109
input/large_7.csv,1.1,1.81855,0.604876
input/large_7.csv,0.1,0.917324,0.109013
input/large_6.csv,10.7,11.5551,0.926001
input/large_6.csv,3.3,4.50615,0.732332
input/large_6.csv,0.9,2.73588,0.328962
input/large_6.csv,1.1,2.17261,0.506304
input/large_6.csv,0.2,1.97949,0.101036
input/large_6.csv,1.4,3.71758,0.37659
input/large_6.csv,0.5,2.25308,0.221919
input/large_6.csv,1.2,3.21868,0.372824
input/large_6.csv,1.9,3.29915,0.575906
input/large_6.csv,0.1,1.25529,0.0796632
input/large_6.csv,3.7,4.66709,0.792786
input/large_6.csv,0.1,0.997791,0.100221
input/large_6.csv,1.3,2.1887,0.593959
input/large_6.csv,0.6,1.77027,0.338931
input/large_6.csv,0.1,1.59325,0.0627649
input/large_6.csv,0.3,1.44841,0.207124
input/large_6.csv,0.3,0.965604,0.310686
input/large_6.csv,0.5,0.965604,0.517811
input/large_6.csv,14.8,19.1833,0.771503
input/large_6.csv,3.6,3.9107,0.920552
input/large_6.csv,0.1,1.44841,0.0690414
input/large_6.csv,22.7,22.3698,1.01476
input/large_6.csv,5.5,3.84632,1.42994
input/large_6.csv,1.6,2.70369,0.591784
input/large_6.csv,2.5,2.55885,0.977001
input/large_6.csv,0.5,0.466709,1.07133
input/large_6.csv,0.9,1.52887,0.588669
input/large_6.csv,0.2,0.85295,0.23448
input/large_6.csv,1.4,2.41401,0.579948
input/large_6.csv,1.3,1.75418,0.741087
input/large_6.csv,3.8,3.54055,1.07328
input/large_6.csv,21,15.4497,1.35925
input/large_6.csv,1.4,2.28526,0.612621
input/large_6.csv,0.7,1.41622,0.494274
input/large_6.csv,0.2,1.85074,0.108065
input/large_6.csv,0.4,2.4462,0.163519
input/large_6.csv,0.5,3.39571,0.147245
input/large_6.csv,0.3,0.675923,0.443838
input/large_6.csv,0.9,1.44841,0.621373
input/large_6.csv,5,4.26475,1.1724
input/large_6.csv,2.9,5.858,0.49505
input/large_6.csv,0.2,0.965604,0.207124
input/large_6.csv,1,2.73588,0.365513
input/large_6.csv,3.5,3.10603,1.12684
input/large_6.csv,0.2,1.52887,0.130815
input/large_6.csv,2.3,4.44178,0.517811
input/large_6.csv,1.1,2.89681,0.379728
input/large_6.csv,3.4,9.06058,0.375252
input/large_6.csv,0.9,1.40013,0.642799
input/large_6.csv,0.4,0.643736,0.621373
input/large_6.csv,0.2,2.09214,0.0955958
input/large_6.csv,0.3,1.51278,0.19831
input/large_6.csv,0.7,1.12654,0.621373
input/large_6.csv,0.2,0.643736,0.310686
input/large_6.csv,0.2,0.643736,0.310686
input/large_6.csv,0.4,1.30357,0.306851
input/large_6.csv,0.3,0.80467,0.372824
input/large_6.csv,2.2,3.6693,0.59957
input/large_6.csv,4.3,6.3408,0.678148
input/large_6.csv,0.3,2.09214,0.143394
input/large_6.csv,0.3,3.54055,0.0847326
input/large_6.csv,0.4,4.21647,0.0948661
input/large_6.csv,8.4,5.40738,1.55343
input/large_6.csv,0.3,1.54497,0.194179
input/large_6.csv,14.6,8.01451,1.8217
input/large_6.csv,0.5,2.15652,0.231855
input/large_6.csv,0.3,1.60934,0.186412
input/large_6.csv,1,1.28747,0.776716
input/large_6.csv,0.1,0.643736,0.155343
input/large_6.csv,1.4,2.09214,0.669171
input/large_6.csv,0.1,1.27138,0.0786548
input/large_6.csv,0.7,1.04607,0.669171
input/large_6.csv,1.1,3.73367,0.294616
input/large_6.csv,0.5,1.89902,0.263294
input/large_6.csv,0.7,2.99337,0.23385
input/large_6.csv,0.5,1.44841,0.345207
input/large_6.csv,0.5,2.12433,0.235368
input/large_6.csv,1,2.63932,0.378886
input/large_6.csv,0.3,1.38403,0.216758
input/large_6.csv,0.1,2.2048,0.0453557
input/large_6.csv,10.2,5.93846,1.71762
input/large_6.csv,3.2,4.10382,0.779762
input/large_6.csv,0.2,0.675923,0.295892
input/large_6.csv,0.3,2.929,0.102424
input/large_6.csv,0.2,1.28747,0.155343
input/large_6.csv,3.8,4.136,0.918761
input/large_6.csv,0.7,0.531082,1.31806
input/large_6.csv,1.6,1.38403,1.15604
input/large_6.csv,5.3,6.43736,0.823319
input/large_6.csv,2.3,2.73588,0.840681
input/large_6.csv,9.2,4.73146,1.94443
input/large_6.csv,0.8,1.73809,0.460276
input/large_6.csv,0.3,1.49669,0.200443
input/large_6.csv,0.2,0.370148,0.540324
input/large_6.csv,0.4,1.77027,0.225954
input/large_6.csv,1.9,2.96119,0.641635
input/large_6.csv,0.1,0.965604,0.103562
input/large_6.csv,0.5,0.643736,0.776716
input/large_6.csv,4.5,3.76586,1.19495
input/large_6.csv,6.9,5.79362,1.19096
input/large_6.csv,0.6,1.67371,0.358484
input/large_6.csv,0.3,0.965604,0.310686
input/large_6.csv,8.2,5.97065,1.37338
input/large_6.csv,1,2.25308,0.443838
input/large_6.csv,10.6,8.85137,1.19755
input/large_6.csv,9.2,14.9669,0.614691
input/large_6.csv,0.3,0.965604,0.310686
input/large_6.csv,0.9,3.05775,0.294334
input/large_6.csv,0.8,1.85074,0.432259
input/large_6.csv,8.8,11.0079,0.799427
input/large_6.csv,1.1,4.18428,0.262888
input/large_6.csv,3.5,5.24645,0.667118
input/large_6.csv,5.3,6.43736,0.823319
input/large_6.csv,0.1,3.1704,0.0315418
input/large_6.csv,12.6,9.43073,1.33606
input/large_6.csv,2.3,3.86242,0.595482
input/large_6.csv,0.7,1.60934,0.434961
input/large_6.csv,0.1,0.965604,0.103562
input/large_6.csv,0.8,1.73809,0.460276
input/large_6.csv,2.5,2.78416,0.897937
input/large_6.csv,0.8,2.41401,0.331399
input/large_6.csv,0.4,3.33133,0.120072
input/large_6.csv,2.2,3.36352,0.654077
input/large_6.csv,2.7,3.05775,0.883003
input/large_6.csv,1.5,2.25308,0.665757
input/large_6.csv,2.9,4.136,0.70116
input/large_6.csv,0.3,1.62543,0.184566
input/large_6.csv,0.1,1.12654,0.0887675
input/large_6.csv,2.3,3.54055,0.649617
input/large_6.csv,0.2,3.26696,0.061219
input/large_6.csv,10.8,9.17324,1.17734
input/large_6.csv,0.5,2.09214,0.23899
input/large_6.csv,17.6,29.3705,0.599242
input/large_6.csv,6.2,6.75923,0.917265
input/large_6.csv,5,4.47397,1.11758
input/large_6.csv,0.4,1.44841,0.276166
input/large_6.csv,2.1,1.91511,1.09654
input/large_6.csv,0.7,2.73588,0.255859
input/large_6.csv,3,5.79362,0.517811
input/large_6.csv,9.1,11.7643,0.773528
input/large_6.csv,0.4,3.47617,0.115069
input/large_6.csv,4.2,4.50615,0.932059
input/large_6.csv,0.2,1.28747,0.155343
input/large_6.csv,6.1,4.20038,1.45225
input/large_6.csv,1.6,2.89681,0.552331
input/large_6.csv,0.6,1.30357,0.460276
input/large_6.csv,0.1,1.44841,0.0690414
input/large_6.csv,0.6,4.18428,0.143394
input/large_6.csv,0.9,2.4301,0.370355
input/large_6.csv,2.6,3.86242,0.673154
input/large_6.csv,1.1,1.65762,0.663602
input/large_6.csv,17.3,19.1994,0.901069
input/large_6.csv,0.2,1.19091,0.167939
input/large_6.csv,0.6,2.6715,0.224593
input/large_6.csv,0.1,0.450615,0.221919
input/large_6.csv,4.6,4.02335,1.14333
input/large_6.csv,3.3,2.73588,1.20619
input/large_6.csv,0.5,1.48059,0.337703
input/large_6.csv,3.1,3.86242,0.802606
input/large_6.csv,0.4,1.60934,0.248549
input/large_6.csv,6.8,3.9107,1.73882
input/large_6.csv,0.4,1.35185,0.295892
input/large_6.csv,0.6,1.44841,0.414248
input/large_6.csv,1.1,3.94288,0.278984
input/large_6.csv,4.2,8.64216,0.48599
